 region                                  model                                                              sku   limit   used  available  unit
       eastus2        OpenAI.GlobalProvisionedManaged                                  OpenAI.GlobalProvisionedManaged       0      0          0 Count
       eastus2                            Deployments                                     OpenAI.FineTuned.Deployments      10      0         10 Count
       eastus2                           AccountCount                                           OpenAI.S0.AccountCount      30      1         29 Count
       eastus2                                whisper                                          OpenAI.Standard.whisper       3      1          2 Count
       eastus2      OpenAI.DataZoneProvisionedManaged                                OpenAI.DataZoneProvisionedManaged       0      0          0 Count
       eastus2                           gpt-35-turbo                                     OpenAI.Standard.gpt-35-turbo     360      0        360 Count
       eastus2                  gpt-35-turbo-finetune                            OpenAI.Standard.gpt-35-turbo-finetune     500      0        500 Count
       eastus2             gpt-35-turbo-1106-finetune                       OpenAI.Standard.gpt-35-turbo-1106-finetune     500      0        500 Count
       eastus2             gpt-35-turbo-0125-finetune                       OpenAI.Standard.gpt-35-turbo-0125-finetune     500      0        500 Count
       eastus2                           gpt-35-turbo                                  OpenAI.GlobalBatch.gpt-35-turbo 1000000      0    1000000 Count
       eastus2                                  gpt-4                                            OpenAI.Standard.gpt-4      40      0         40 Count
       eastus2                            gpt-4-turbo                                      OpenAI.Standard.gpt-4-turbo       0      0          0 Count
       eastus2                  gpt-4-turbo-2024-0409                      OpenAI.GlobalStandard.gpt-4-turbo-2024-0409     450      0        450 Count
       eastus2                        gpt-4o-finetune                                  OpenAI.Standard.gpt-4o-finetune     250      0        250 Count
       eastus2                        gpt-4o-finetune                            OpenAI.GlobalStandard.gpt-4o-finetune     250      0        250 Count
       eastus2                   gpt-4o-mini-finetune                       OpenAI.GlobalStandard.gpt-4o-mini-finetune     500      0        500 Count
       eastus2                                  gpt-4                                         OpenAI.GlobalBatch.gpt-4   30000      0      30000 Count
       eastus2                            gpt-4-turbo                                   OpenAI.GlobalBatch.gpt-4-turbo   80000      0      80000 Count
       eastus2                                 gpt-4o                                        OpenAI.GlobalBatch.gpt-4o  200000      0     200000 Count
       eastus2                            gpt-4o-mini                                   OpenAI.GlobalBatch.gpt-4o-mini 1000000      0    1000000 Count
       eastus2                                    CUA                                        OpenAI.GlobalStandard.CUA     450    100        350 Count
       eastus2                   gpt-4o-audio-preview                          OpenAI.Provisioned.gpt-4o-audio-preview       0      0          0 Count
       eastus2                                 gpt-4o                                           OpenAI.Standard.gpt-4o     230     80        150 Count
       eastus2                            gpt-4o-mini                                      OpenAI.Standard.gpt-4o-mini     450      0        450 Count
       eastus2                                 gpt-4o                                     OpenAI.GlobalStandard.gpt-4o     450    420         30 Count
       eastus2                            gpt-4o-mini                                OpenAI.GlobalStandard.gpt-4o-mini    2000   1010        990 Count
       eastus2                gpt-4o-realtime-preview                    OpenAI.GlobalStandard.gpt-4o-realtime-preview       6      6          0 Count
       eastus2           gpt-4o-mini-realtime-preview               OpenAI.GlobalStandard.gpt-4o-mini-realtime-preview       6      0          6 Count
       eastus2                   gpt-4o-audio-preview                       OpenAI.GlobalStandard.gpt-4o-audio-preview   30000  15740      14260 Count
       eastus2              gpt-4o-mini-audio-preview                  OpenAI.GlobalStandard.gpt-4o-mini-audio-preview   30000      0      30000 Count
       eastus2                                 gpt-4o                                   OpenAI.DataZoneStandard.gpt-4o     300    300          0 Count
       eastus2                            gpt-4o-mini                              OpenAI.DataZoneStandard.gpt-4o-mini    1000      0       1000 Count
       eastus2                                 gpt-4o                                      OpenAI.DataZoneBatch.gpt-4o   30000      0      30000 Count
       eastus2                            gpt-4o-mini                                 OpenAI.DataZoneBatch.gpt-4o-mini  100000 100000          0 Count
       eastus2                      gpt-4o-transcribe                          OpenAI.GlobalStandard.gpt-4o-transcribe     400    100        300 Count
       eastus2                 gpt-4o-mini-transcribe                     OpenAI.GlobalStandard.gpt-4o-mini-transcribe     600    100        500 Count
       eastus2                        gpt-4o-mini-tts                            OpenAI.GlobalStandard.gpt-4o-mini-tts     600      0        600 Count
       eastus2                 text-embedding-ada-002                           OpenAI.Standard.text-embedding-ada-002     350    150        200 Count
       eastus2                 text-embedding-ada-002                     OpenAI.GlobalStandard.text-embedding-ada-002    1000    150        850 Count
       eastus2                 text-embedding-3-small                           OpenAI.Standard.text-embedding-3-small     350    120        230 Count
       eastus2                 text-embedding-3-large                           OpenAI.Standard.text-embedding-3-large     350      0        350 Count
       eastus2                 text-embedding-3-small                     OpenAI.GlobalStandard.text-embedding-3-small    1000      0       1000 Count
       eastus2                 text-embedding-3-large                     OpenAI.GlobalStandard.text-embedding-3-large    1000    280        720 Count
       eastus2                                     o1                                               OpenAI.Standard.o1      50      0         50 Count
       eastus2                                     o1                                         OpenAI.GlobalStandard.o1     500    100        400 Count
       eastus2                                o1-mini                                    OpenAI.GlobalStandard.o1-mini     401      0        401 Count
       eastus2                                     o1                                       OpenAI.DataZoneStandard.o1     100      0        100 Count
       eastus2                                o3-mini                                    OpenAI.GlobalStandard.o3-mini     500    100        400 Count
       eastus2                                     o3                                         OpenAI.GlobalStandard.o3    1000   1000          0 Count
       eastus2                                     o3                                            OpenAI.GlobalBatch.o3  100000      0     100000 Count
       eastus2                                     o3                                          OpenAI.DataZoneBatch.o3  100000      0     100000 Count
       eastus2                                o3-mini                                       OpenAI.GlobalBatch.o3-mini 1000000      0    1000000 Count
       eastus2                                 o3-pro                                     OpenAI.GlobalStandard.o3-pro     160    160          0 Count
       eastus2                                o3-mini                                     OpenAI.DataZoneBatch.o3-mini  100000      0     100000 Count
       eastus2                                     o3                                       OpenAI.DataZoneStandard.o3     300      0        300 Count
       eastus2                                o3-mini                                  OpenAI.DataZoneStandard.o3-mini     200      0        200 Count
       eastus2                            ModelRouter                                OpenAI.GlobalStandard.ModelRouter     250   2000      -1750 Count
       eastus2                            ModelRouter                              OpenAI.DataZoneStandard.ModelRouter     150    100         50 Count
       eastus2                             codex-mini                                 OpenAI.GlobalStandard.codex-mini    1000    280        720 Count
       eastus2                                   sora                                             OpenAI.Standard.sora      60     60          0 Count
       eastus2                                   sora                                       OpenAI.GlobalStandard.sora      60      0         60 Count
       eastus2                                 sora-2                                     OpenAI.GlobalStandard.sora-2      60     60          0 Count
       eastus2                                o4-mini                                    OpenAI.GlobalStandard.o4-mini    1099    249        850 Count
       eastus2                                o4-mini                                          OpenAI.Standard.o4-mini    1000      0       1000 Count
       eastus2                       o4-mini-finetune                           OpenAI.GlobalStandard.o4-mini-finetune     500      0        500 Count
       eastus2                       o4-mini-finetune                            OpenAI.DeveloperTier.o4-mini-finetune     250      0        250 Count
       eastus2                       o4-mini-finetune                                 OpenAI.Standard.o4-mini-finetune     500      0        500 Count
       eastus2                                o4-mini                                       OpenAI.GlobalBatch.o4-mini  200000      0     200000 Count
       eastus2                                o4-mini                                     OpenAI.DataZoneBatch.o4-mini   30000      0      30000 Count
       eastus2                                o4-mini                                  OpenAI.DataZoneStandard.o4-mini     300      0        300 Count
       eastus2                                 gpt4.1                                     OpenAI.GlobalStandard.gpt4.1    1000    280        720 Count
       eastus2                                 gpt4.1                                           OpenAI.Standard.gpt4.1    1000      0       1000 Count
       eastus2                                 gpt4.1                                   OpenAI.DataZoneStandard.gpt4.1     300      0        300 Count
       eastus2                        gpt4.1-finetune                            OpenAI.GlobalStandard.gpt4.1-finetune     250      0        250 Count
       eastus2                        gpt4.1-finetune                             OpenAI.DeveloperTier.gpt4.1-finetune     250      0        250 Count
       eastus2                   gpt4.1-mini-finetune                       OpenAI.GlobalStandard.gpt4.1-mini-finetune     500      0        500 Count
       eastus2                   gpt4.1-mini-finetune                        OpenAI.DeveloperTier.gpt4.1-mini-finetune     500      0        500 Count
       eastus2                   gpt4.1-nano-finetune                       OpenAI.GlobalStandard.gpt4.1-nano-finetune     500      0        500 Count
       eastus2                   gpt4.1-nano-finetune                        OpenAI.DeveloperTier.gpt4.1-nano-finetune     500      0        500 Count
       eastus2                            gpt4.1-mini                                OpenAI.GlobalStandard.gpt4.1-mini    5000    280       4720 Count
       eastus2                            gpt4.1-mini                                      OpenAI.Standard.gpt4.1-mini    5240    240       5000 Count
       eastus2                           gpt-4.1-mini                                  OpenAI.GlobalBatch.gpt-4.1-mini 1000000      0    1000000 Count
       eastus2                            gpt4.1-mini                              OpenAI.DataZoneStandard.gpt4.1-mini    2000      0       2000 Count
       eastus2                            gpt4.1-nano                                OpenAI.GlobalStandard.gpt4.1-nano    5000   1250       3750 Count
       eastus2                            gpt4.1-nano                              OpenAI.DataZoneStandard.gpt4.1-nano    2000      0       2000 Count
       eastus2                                gpt-4.1                                       OpenAI.GlobalBatch.gpt-4.1  200000      0     200000 Count
       eastus2                                gpt-4.1                                     OpenAI.DataZoneBatch.gpt-4.1   30000      0      30000 Count
       eastus2                           gpt-4.1-nano                                  OpenAI.GlobalBatch.gpt-4.1-nano  200000      0     200000 Count
       eastus2                           gpt-4.1-mini                                OpenAI.DataZoneBatch.gpt-4.1-mini  100000      0     100000 Count
       eastus2                           gpt-4.1-nano                                OpenAI.DataZoneBatch.gpt-4.1-nano   30000      0      30000 Count
       eastus2                            gpt-image-1                                OpenAI.GlobalStandard.gpt-image-1       3      3          0 Count
       eastus2                       gpt-image-1-mini                           OpenAI.GlobalStandard.gpt-image-1-mini       4      4          0 Count
       eastus2                                  gpt-5                                      OpenAI.GlobalStandard.gpt-5    1000    441        559 Count
       eastus2                             gpt-5-chat                                 OpenAI.GlobalStandard.gpt-5-chat    1000   1000          0 Count
       eastus2                             gpt-5-mini                                 OpenAI.GlobalStandard.gpt-5-mini    1000      0       1000 Count
       eastus2                             gpt-5-nano                                 OpenAI.GlobalStandard.gpt-5-nano    5000      0       5000 Count
       eastus2                                  gpt-5                                    OpenAI.DataZoneStandard.gpt-5     300    300          0 Count
       eastus2                             gpt-5-mini                               OpenAI.DataZoneStandard.gpt-5-mini     300    300          0 Count
       eastus2                             gpt-5-nano                               OpenAI.DataZoneStandard.gpt-5-nano    2000      0       2000 Count
       eastus2                              gpt-5-pro                                  OpenAI.GlobalStandard.gpt-5-pro     160      0        160 Count
       eastus2                                  gpt-5                                         OpenAI.GlobalBatch.gpt-5  200000      0     200000 Count
       eastus2                                  gpt-5                                       OpenAI.DataZoneBatch.gpt-5  200000      0     200000 Count
       eastus2                              gpt-audio                                  OpenAI.GlobalStandard.gpt-audio   30000      0      30000 Count
       eastus2                           gpt-realtime                               OpenAI.GlobalStandard.gpt-realtime      10     10          0 Count
       eastus2                            gpt-5-codex                                OpenAI.GlobalStandard.gpt-5-codex    1000   1000          0 Count
       eastus2                         gpt-audio-mini                             OpenAI.GlobalStandard.gpt-audio-mini      20      0         20 Count
       eastus2                      gpt-realtime-mini                          OpenAI.GlobalStandard.gpt-realtime-mini      20     20          0 Count
       eastus2              gpt-4o-transcribe-diarize                  OpenAI.GlobalStandard.gpt-4o-transcribe-diarize     400      0        400 Count
       eastus2                                gpt-5.1                                    OpenAI.GlobalStandard.gpt-5.1    1000      0       1000 Count
       eastus2                                gpt-5.1                                  OpenAI.DataZoneStandard.gpt-5.1     300      0        300 Count
       eastus2                           gpt-5.1-chat                               OpenAI.GlobalStandard.gpt-5.1-chat    1000      0       1000 Count
       eastus2                          gpt-5.1-codex                              OpenAI.GlobalStandard.gpt-5.1-codex    1000    500        500 Count
       eastus2                     gpt-5.1-codex-mini                         OpenAI.GlobalStandard.gpt-5.1-codex-mini    1000      0       1000 Count
       eastus2                           AccountCount                                       AIServices.S0.AccountCount     100      4         96 Count
       eastus2                                   MaaS                                   AIServices.GlobalStandard.MaaS     600      2        598 Count
       eastus2                  Ministral-3B-finetune                  AIServices.GlobalStandard.Ministral-3B-finetune    1000      0       1000 Count
       eastus2                            DeepSeek-R1                            AIServices.GlobalStandard.DeepSeek-R1    1000      0       1000 Count
       eastus2                       DeepSeek-R1-0528                       AIServices.GlobalStandard.DeepSeek-R1-0528    1000      0       1000 Count
       eastus2                       DeepSeek-V3-0324                       AIServices.GlobalStandard.DeepSeek-V3-0324    1000      0       1000 Count
       eastus2                          DeepSeek-V3.1                          AIServices.GlobalStandard.DeepSeek-V3.1    1000      0       1000 Count
       eastus2 Llama-4-Maverick-17B-128E-Instruct-FP8 AIServices.GlobalStandard.Llama-4-Maverick-17B-128E-Instruct-FP8     250      0        250 Count
       eastus2                 Llama-3.3-70B-Instruct                 AIServices.GlobalStandard.Llama-3.3-70B-Instruct     250      0        250 Count
       eastus2                       Cohere-Command-A                       AIServices.GlobalStandard.Cohere-Command-A     100      0        100 Count
       eastus2                            Embed-V-4-0                            AIServices.GlobalStandard.Embed-V-4-0     100      0        100 Count
       eastus2                           gpt-oss-120b                           AIServices.GlobalStandard.gpt-oss-120b    5000    500       4500 Count
       eastus2                              MAI-DS-R1                              AIServices.GlobalStandard.MAI-DS-R1    1000      0       1000 Count
       eastus2                           FLUX-1.1-pro                           AIServices.GlobalStandard.FLUX-1.1-pro      30     50        -20 Count
       eastus2                           FLUX-1.1-pro                         AIServices.DataZoneStandard.FLUX-1.1-pro      30      0         30 Count
       eastus2                     FLUX.1-Kontext-pro                     AIServices.GlobalStandard.FLUX.1-Kontext-pro      30    100        -70 Count
       eastus2                     FLUX.1-Kontext-pro                   AIServices.DataZoneStandard.FLUX.1-Kontext-pro      30      0         30 Count
       eastus2               mistral-document-ai-2505               AIServices.GlobalStandard.mistral-document-ai-2505      60     30         30 Count
       eastus2               mistral-document-ai-2505             AIServices.DataZoneStandard.mistral-document-ai-2505      60      0         60 Count
       eastus2                                 grok-3                                 AIServices.GlobalStandard.grok-3    1000      0       1000 Count
       eastus2                            grok-3-mini                            AIServices.GlobalStandard.grok-3-mini    1000      0       1000 Count
       eastus2                                 grok-3                               AIServices.DataZoneStandard.grok-3     300      0        300 Count
       eastus2                            grok-3-mini                          AIServices.DataZoneStandard.grok-3-mini     300      0        300 Count
       eastus2                  grok-4-fast-reasoning                  AIServices.GlobalStandard.grok-4-fast-reasoning    1000      0       1000 Count
       eastus2              grok-4-fast-non-reasoning              AIServices.GlobalStandard.grok-4-fast-non-reasoning    1000      0       1000 Count
       eastus2                  grok-4-fast-reasoning                AIServices.DataZoneStandard.grok-4-fast-reasoning     300      0        300 Count
       eastus2              grok-4-fast-non-reasoning            AIServices.DataZoneStandard.grok-4-fast-non-reasoning     300      0        300 Count
       eastus2                      claude-sonnet-4-5                      AIServices.GlobalStandard.claude-sonnet-4-5    1000      0       1000 Count
       eastus2                       claude-haiku-4-5                       AIServices.GlobalStandard.claude-haiku-4-5    1000      0       1000 Count
       eastus2                        claude-opus-4-1                        AIServices.GlobalStandard.claude-opus-4-1    1000      0       1000 Count
       eastus2                           AccountCount                                                     AccountCount     200      5        195 Count
        westus              OpenAI.ProvisionedManaged                                        OpenAI.ProvisionedManaged       0      0          0 Count
        westus        OpenAI.GlobalProvisionedManaged                                  OpenAI.GlobalProvisionedManaged       0      0          0 Count
        westus                            Deployments                                     OpenAI.FineTuned.Deployments      10      0         10 Count
        westus                           AccountCount                                           OpenAI.S0.AccountCount      30      1         29 Count
        westus      OpenAI.DataZoneProvisionedManaged                                OpenAI.DataZoneProvisionedManaged       0      0          0 Count
        westus                            gpt-4-turbo                                      OpenAI.Standard.gpt-4-turbo      80      0         80 Count
        westus                  gpt-4-turbo-2024-0409                      OpenAI.GlobalStandard.gpt-4-turbo-2024-0409     250      0        250 Count
        westus                        gpt-4o-finetune                            OpenAI.GlobalStandard.gpt-4o-finetune     250      0        250 Count
        westus                   gpt-4o-mini-finetune                       OpenAI.GlobalStandard.gpt-4o-mini-finetune     500      0        500 Count
        westus                                   gptv                                             OpenAI.Standard.gptv       0      0          0 Count
        westus                                  gpt-4                                         OpenAI.GlobalBatch.gpt-4   30000      0      30000 Count
        westus                            gpt-4-turbo                                   OpenAI.GlobalBatch.gpt-4-turbo   80000      0      80000 Count
        westus                                 gpt-4o                                        OpenAI.GlobalBatch.gpt-4o  200000      0     200000 Count
        westus                            gpt-4o-mini                                   OpenAI.GlobalBatch.gpt-4o-mini 1000000      0    1000000 Count
        westus                   gpt-4o-audio-preview                          OpenAI.Provisioned.gpt-4o-audio-preview       0      0          0 Count
        westus                                 gpt-4o                                           OpenAI.Standard.gpt-4o     180     30        150 Count
        westus                            gpt-4o-mini                                      OpenAI.Standard.gpt-4o-mini     450      0        450 Count
        westus                                 gpt-4o                                     OpenAI.GlobalStandard.gpt-4o     450    450          0 Count
        westus                            gpt-4o-mini                                OpenAI.GlobalStandard.gpt-4o-mini    2000   2000          0 Count
        westus                                 gpt-4o                                   OpenAI.DataZoneStandard.gpt-4o     300    300          0 Count
        westus                            gpt-4o-mini                              OpenAI.DataZoneStandard.gpt-4o-mini    1000      0       1000 Count
        westus                                 gpt-4o                                      OpenAI.DataZoneBatch.gpt-4o   30000      0      30000 Count
        westus                            gpt-4o-mini                                 OpenAI.DataZoneBatch.gpt-4o-mini  100000      0     100000 Count
        westus                           gpt-35-turbo                                     OpenAI.Standard.gpt-35-turbo     300      0        300 Count
        westus                           gpt-35-turbo                                  OpenAI.GlobalBatch.gpt-35-turbo 1000000      0    1000000 Count
        westus                 text-embedding-ada-002                           OpenAI.Standard.text-embedding-ada-002     350     50        300 Count
        westus                 text-embedding-ada-002                     OpenAI.GlobalStandard.text-embedding-ada-002    1000      0       1000 Count
        westus                 text-embedding-3-small                           OpenAI.Standard.text-embedding-3-small     350      0        350 Count
        westus                 text-embedding-3-small                     OpenAI.GlobalStandard.text-embedding-3-small    1000      0       1000 Count
        westus                 text-embedding-3-large                     OpenAI.GlobalStandard.text-embedding-3-large    1000      0       1000 Count
        westus                                     o1                                               OpenAI.Standard.o1      50      0         50 Count
        westus                                     o1                                         OpenAI.GlobalStandard.o1     500      0        500 Count
        westus                                o1-mini                                    OpenAI.GlobalStandard.o1-mini     490      0        490 Count
        westus                                     o1                                       OpenAI.DataZoneStandard.o1     100      0        100 Count
        westus                                o3-mini                                    OpenAI.GlobalStandard.o3-mini     500      0        500 Count
        westus                                     o3                                         OpenAI.GlobalStandard.o3    1000      0       1000 Count
        westus                                     o3                                            OpenAI.GlobalBatch.o3  100000      0     100000 Count
        westus                                     o3                                          OpenAI.DataZoneBatch.o3  100000      0     100000 Count
        westus                                o3-mini                                       OpenAI.GlobalBatch.o3-mini 1000000      0    1000000 Count
        westus                                o3-mini                                     OpenAI.DataZoneBatch.o3-mini  100000      0     100000 Count
        westus                                     o3                                       OpenAI.DataZoneStandard.o3     300      0        300 Count
        westus                                o3-mini                                  OpenAI.DataZoneStandard.o3-mini     200      0        200 Count
        westus                        o3-DeepResearch                            OpenAI.GlobalStandard.o3-DeepResearch    3000    250       2750 Count
        westus                                o4-mini                                    OpenAI.GlobalStandard.o4-mini    1010     10       1000 Count
        westus                                o4-mini                                          OpenAI.Standard.o4-mini    1000      0       1000 Count
        westus                                o4-mini                                       OpenAI.GlobalBatch.o4-mini  200000      0     200000 Count
        westus                                o4-mini                                     OpenAI.DataZoneBatch.o4-mini   30000      0      30000 Count
        westus                                o4-mini                                  OpenAI.DataZoneStandard.o4-mini     300      0        300 Count
        westus                                 gpt4.1                                     OpenAI.GlobalStandard.gpt4.1    1200    200       1000 Count
        westus                                 gpt4.1                                           OpenAI.Standard.gpt4.1    1000      0       1000 Count
        westus                                 gpt4.1                                   OpenAI.DataZoneStandard.gpt4.1     300      0        300 Count
        westus                        gpt4.1-finetune                            OpenAI.GlobalStandard.gpt4.1-finetune     250      0        250 Count
        westus                        gpt4.1-finetune                             OpenAI.DeveloperTier.gpt4.1-finetune     250      0        250 Count
        westus                   gpt4.1-mini-finetune                       OpenAI.GlobalStandard.gpt4.1-mini-finetune     500      0        500 Count
        westus                   gpt4.1-mini-finetune                        OpenAI.DeveloperTier.gpt4.1-mini-finetune     500      0        500 Count
        westus                   gpt4.1-nano-finetune                       OpenAI.GlobalStandard.gpt4.1-nano-finetune     500      0        500 Count
        westus                   gpt4.1-nano-finetune                        OpenAI.DeveloperTier.gpt4.1-nano-finetune     500      0        500 Count
        westus                            gpt4.1-mini                                OpenAI.GlobalStandard.gpt4.1-mini    5000    250       4750 Count
        westus                            gpt4.1-mini                                      OpenAI.Standard.gpt4.1-mini    5000      0       5000 Count
        westus                           gpt-4.1-mini                                  OpenAI.GlobalBatch.gpt-4.1-mini 1000000      0    1000000 Count
        westus                            gpt4.1-mini                              OpenAI.DataZoneStandard.gpt4.1-mini    2000      0       2000 Count
        westus                            gpt4.1-nano                                OpenAI.GlobalStandard.gpt4.1-nano    5000      0       5000 Count
        westus                            gpt4.1-nano                              OpenAI.DataZoneStandard.gpt4.1-nano    2000      0       2000 Count
        westus                                gpt-4.1                                       OpenAI.GlobalBatch.gpt-4.1  200000      0     200000 Count
        westus                                gpt-4.1                                     OpenAI.DataZoneBatch.gpt-4.1   30000      0      30000 Count
        westus                           gpt-4.1-nano                                  OpenAI.GlobalBatch.gpt-4.1-nano  200000      0     200000 Count
        westus                           gpt-4.1-mini                                OpenAI.DataZoneBatch.gpt-4.1-mini  100000      0     100000 Count
        westus                           gpt-4.1-nano                                OpenAI.DataZoneBatch.gpt-4.1-nano   30000      0      30000 Count
        westus                                  gpt-5                                      OpenAI.GlobalStandard.gpt-5    1000      0       1000 Count
        westus                             gpt-5-mini                                 OpenAI.GlobalStandard.gpt-5-mini    1000      0       1000 Count
        westus                             gpt-5-nano                                 OpenAI.GlobalStandard.gpt-5-nano    5000      0       5000 Count
        westus                                  gpt-5                                    OpenAI.DataZoneStandard.gpt-5     300      0        300 Count
        westus                             gpt-5-mini                               OpenAI.DataZoneStandard.gpt-5-mini     300      0        300 Count
        westus                             gpt-5-nano                               OpenAI.DataZoneStandard.gpt-5-nano    2000      0       2000 Count
        westus                                  gpt-5                                         OpenAI.GlobalBatch.gpt-5  200000      0     200000 Count
        westus                                  gpt-5                                       OpenAI.DataZoneBatch.gpt-5  200000      0     200000 Count
        westus                           AccountCount                                       AIServices.S0.AccountCount     100      2         98 Count
        westus                                   MaaS                                   AIServices.GlobalStandard.MaaS     600      1        599 Count
        westus                  Ministral-3B-finetune                  AIServices.GlobalStandard.Ministral-3B-finetune    1000      0       1000 Count
        westus                            DeepSeek-R1                            AIServices.GlobalStandard.DeepSeek-R1    1000      0       1000 Count
        westus                       DeepSeek-R1-0528                       AIServices.GlobalStandard.DeepSeek-R1-0528    1000      0       1000 Count
        westus                       DeepSeek-V3-0324                       AIServices.GlobalStandard.DeepSeek-V3-0324    1000      0       1000 Count
        westus                          DeepSeek-V3.1                          AIServices.GlobalStandard.DeepSeek-V3.1    1000      0       1000 Count
        westus Llama-4-Maverick-17B-128E-Instruct-FP8 AIServices.GlobalStandard.Llama-4-Maverick-17B-128E-Instruct-FP8     250      0        250 Count
        westus                 Llama-3.3-70B-Instruct                 AIServices.GlobalStandard.Llama-3.3-70B-Instruct     250      0        250 Count
        westus                       Cohere-Command-A                       AIServices.GlobalStandard.Cohere-Command-A     100      0        100 Count
        westus                            Embed-V-4-0                            AIServices.GlobalStandard.Embed-V-4-0     100      0        100 Count
        westus                           gpt-oss-120b                           AIServices.GlobalStandard.gpt-oss-120b    5000      0       5000 Count
        westus                              MAI-DS-R1                              AIServices.GlobalStandard.MAI-DS-R1    1000      0       1000 Count
        westus                           FLUX-1.1-pro                           AIServices.GlobalStandard.FLUX-1.1-pro      30      0         30 Count
        westus                           FLUX-1.1-pro                         AIServices.DataZoneStandard.FLUX-1.1-pro      30      0         30 Count
        westus                     FLUX.1-Kontext-pro                     AIServices.GlobalStandard.FLUX.1-Kontext-pro      30      0         30 Count
        westus                     FLUX.1-Kontext-pro                   AIServices.DataZoneStandard.FLUX.1-Kontext-pro      30      0         30 Count
        westus               mistral-document-ai-2505               AIServices.GlobalStandard.mistral-document-ai-2505      60      0         60 Count
        westus               mistral-document-ai-2505             AIServices.DataZoneStandard.mistral-document-ai-2505      60      0         60 Count
        westus                                 grok-3                                 AIServices.GlobalStandard.grok-3    1000      0       1000 Count
        westus                            grok-3-mini                            AIServices.GlobalStandard.grok-3-mini    1000      0       1000 Count
        westus                                 grok-3                               AIServices.DataZoneStandard.grok-3     300      0        300 Count
        westus                            grok-3-mini                          AIServices.DataZoneStandard.grok-3-mini     300      0        300 Count
        westus                  grok-4-fast-reasoning                  AIServices.GlobalStandard.grok-4-fast-reasoning    1000      0       1000 Count
        westus              grok-4-fast-non-reasoning              AIServices.GlobalStandard.grok-4-fast-non-reasoning    1000      0       1000 Count
        westus                  grok-4-fast-reasoning                AIServices.DataZoneStandard.grok-4-fast-reasoning     300      0        300 Count
        westus              grok-4-fast-non-reasoning            AIServices.DataZoneStandard.grok-4-fast-non-reasoning     300      0        300 Count
        westus                           AccountCount                                                     AccountCount     200      4        196 Count
       westus3              OpenAI.ProvisionedManaged                                        OpenAI.ProvisionedManaged       0      0          0 Count
       westus3        OpenAI.GlobalProvisionedManaged                                  OpenAI.GlobalProvisionedManaged       0      0          0 Count
       westus3                            Deployments                                     OpenAI.FineTuned.Deployments      10      0         10 Count
       westus3                           AccountCount                                           OpenAI.S0.AccountCount      30      1         29 Count
       westus3                                    tts                                              OpenAI.Standard.tts       3      0          3 Count
       westus3                                 tts-hd                                           OpenAI.Standard.tts-hd       3      0          3 Count
       westus3      OpenAI.DataZoneProvisionedManaged                                OpenAI.DataZoneProvisionedManaged       0      0          0 Count
       westus3                           gpt-35-turbo                                     OpenAI.Standard.gpt-35-turbo     300      0        300 Count
       westus3                           gpt-35-turbo                                  OpenAI.GlobalBatch.gpt-35-turbo 1000000      0    1000000 Count
       westus3                            gpt-4-turbo                                      OpenAI.Standard.gpt-4-turbo      80      0         80 Count
       westus3                  gpt-4-turbo-2024-0409                      OpenAI.GlobalStandard.gpt-4-turbo-2024-0409     450      0        450 Count
       westus3                        gpt-4o-finetune                            OpenAI.GlobalStandard.gpt-4o-finetune     250      0        250 Count
       westus3                   gpt-4o-mini-finetune                       OpenAI.GlobalStandard.gpt-4o-mini-finetune     500      0        500 Count
       westus3                                  gpt-4                                         OpenAI.GlobalBatch.gpt-4   30000      0      30000 Count
       westus3                            gpt-4-turbo                                   OpenAI.GlobalBatch.gpt-4-turbo   80000      0      80000 Count
       westus3                                 gpt-4o                                        OpenAI.GlobalBatch.gpt-4o  200000      0     200000 Count
       westus3                            gpt-4o-mini                                   OpenAI.GlobalBatch.gpt-4o-mini 1000000      0    1000000 Count
       westus3                   gpt-4o-audio-preview                          OpenAI.Provisioned.gpt-4o-audio-preview       0      0          0 Count
       westus3                                 gpt-4o                                           OpenAI.Standard.gpt-4o     150      0        150 Count
       westus3                            gpt-4o-mini                                      OpenAI.Standard.gpt-4o-mini     450      0        450 Count
       westus3                                 gpt-4o                                     OpenAI.GlobalStandard.gpt-4o     450      0        450 Count
       westus3                            gpt-4o-mini                                OpenAI.GlobalStandard.gpt-4o-mini    2000      0       2000 Count
       westus3                                 gpt-4o                                   OpenAI.DataZoneStandard.gpt-4o     300      0        300 Count
       westus3                            gpt-4o-mini                              OpenAI.DataZoneStandard.gpt-4o-mini    1000      0       1000 Count
       westus3                                 gpt-4o                                      OpenAI.DataZoneBatch.gpt-4o   30000      0      30000 Count
       westus3                            gpt-4o-mini                                 OpenAI.DataZoneBatch.gpt-4o-mini  100000      0     100000 Count
       westus3                 text-embedding-ada-002                           OpenAI.Standard.text-embedding-ada-002     350      0        350 Count
       westus3                 text-embedding-ada-002                     OpenAI.GlobalStandard.text-embedding-ada-002    1000    130        870 Count
       westus3                 text-embedding-3-large                           OpenAI.Standard.text-embedding-3-large     350      0        350 Count
       westus3                 text-embedding-3-small                     OpenAI.GlobalStandard.text-embedding-3-small    1000      0       1000 Count
       westus3                 text-embedding-3-large                     OpenAI.GlobalStandard.text-embedding-3-large    1000      0       1000 Count
       westus3                                     o1                                               OpenAI.Standard.o1      50      0         50 Count
       westus3                                     o1                                         OpenAI.GlobalStandard.o1     500      0        500 Count
