 region                                  model                                                              sku   limit   used  available  unit
       westus3                                o1-mini                                    OpenAI.GlobalStandard.o1-mini     500      0        500 Count
       westus3                                     o1                                       OpenAI.DataZoneStandard.o1     100      0        100 Count
       westus3                                o3-mini                                    OpenAI.GlobalStandard.o3-mini     500      0        500 Count
       westus3                                     o3                                         OpenAI.GlobalStandard.o3    1000      0       1000 Count
       westus3                                     o3                                            OpenAI.GlobalBatch.o3  100000      0     100000 Count
       westus3                                     o3                                          OpenAI.DataZoneBatch.o3  100000      0     100000 Count
       westus3                                o3-mini                                       OpenAI.GlobalBatch.o3-mini 1000000      0    1000000 Count
       westus3                                o3-mini                                     OpenAI.DataZoneBatch.o3-mini  100000      0     100000 Count
       westus3                                     o3                                       OpenAI.DataZoneStandard.o3     300      0        300 Count
       westus3                                o3-mini                                  OpenAI.DataZoneStandard.o3-mini     200      0        200 Count
       westus3                                o4-mini                                    OpenAI.GlobalStandard.o4-mini    1000      0       1000 Count
       westus3                                o4-mini                                          OpenAI.Standard.o4-mini    1000      0       1000 Count
       westus3                                o4-mini                                       OpenAI.GlobalBatch.o4-mini  200000      0     200000 Count
       westus3                                o4-mini                                     OpenAI.DataZoneBatch.o4-mini   30000      0      30000 Count
       westus3                                o4-mini                                  OpenAI.DataZoneStandard.o4-mini     300      0        300 Count
       westus3                                 gpt4.1                                     OpenAI.GlobalStandard.gpt4.1    1000    508        492 Count
       westus3                                 gpt4.1                                           OpenAI.Standard.gpt4.1    1000      0       1000 Count
       westus3                                 gpt4.1                                   OpenAI.DataZoneStandard.gpt4.1     300      0        300 Count
       westus3                        gpt4.1-finetune                            OpenAI.GlobalStandard.gpt4.1-finetune     250      0        250 Count
       westus3                        gpt4.1-finetune                             OpenAI.DeveloperTier.gpt4.1-finetune     250      0        250 Count
       westus3                   gpt4.1-mini-finetune                       OpenAI.GlobalStandard.gpt4.1-mini-finetune     500      0        500 Count
       westus3                   gpt4.1-mini-finetune                        OpenAI.DeveloperTier.gpt4.1-mini-finetune     500      0        500 Count
       westus3                   gpt4.1-nano-finetune                       OpenAI.GlobalStandard.gpt4.1-nano-finetune     500      0        500 Count
       westus3                   gpt4.1-nano-finetune                        OpenAI.DeveloperTier.gpt4.1-nano-finetune     500      0        500 Count
       westus3                            gpt4.1-mini                                OpenAI.GlobalStandard.gpt4.1-mini    5000      0       5000 Count
       westus3                            gpt4.1-mini                                      OpenAI.Standard.gpt4.1-mini    5000      0       5000 Count
       westus3                           gpt-4.1-mini                                  OpenAI.GlobalBatch.gpt-4.1-mini 1000000      0    1000000 Count
       westus3                            gpt4.1-mini                              OpenAI.DataZoneStandard.gpt4.1-mini    2000      0       2000 Count
       westus3                            gpt4.1-nano                                OpenAI.GlobalStandard.gpt4.1-nano    5000      0       5000 Count
       westus3                            gpt4.1-nano                              OpenAI.DataZoneStandard.gpt4.1-nano    2000      0       2000 Count
       westus3                                gpt-4.1                                       OpenAI.GlobalBatch.gpt-4.1  200000      0     200000 Count
       westus3                                gpt-4.1                                     OpenAI.DataZoneBatch.gpt-4.1   30000      0      30000 Count
       westus3                           gpt-4.1-nano                                  OpenAI.GlobalBatch.gpt-4.1-nano  200000      0     200000 Count
       westus3                           gpt-4.1-mini                                OpenAI.DataZoneBatch.gpt-4.1-mini  100000      0     100000 Count
       westus3                           gpt-4.1-nano                                OpenAI.DataZoneBatch.gpt-4.1-nano   30000      0      30000 Count
       westus3                            gpt-image-1                                OpenAI.GlobalStandard.gpt-image-1       3      2          1 Count
       westus3                       gpt-image-1-mini                           OpenAI.GlobalStandard.gpt-image-1-mini       4      0          4 Count
       westus3                                  gpt-5                                      OpenAI.GlobalStandard.gpt-5    1000      0       1000 Count
       westus3                             gpt-5-mini                                 OpenAI.GlobalStandard.gpt-5-mini    1000      0       1000 Count
       westus3                             gpt-5-nano                                 OpenAI.GlobalStandard.gpt-5-nano    5000      0       5000 Count
       westus3                                  gpt-5                                    OpenAI.DataZoneStandard.gpt-5     300      0        300 Count
       westus3                             gpt-5-mini                               OpenAI.DataZoneStandard.gpt-5-mini     300      0        300 Count
       westus3                             gpt-5-nano                               OpenAI.DataZoneStandard.gpt-5-nano    2000      0       2000 Count
       westus3                                  gpt-5                                         OpenAI.GlobalBatch.gpt-5  200000      0     200000 Count
       westus3                                  gpt-5                                       OpenAI.DataZoneBatch.gpt-5  200000      0     200000 Count
       westus3                           AccountCount                                       AIServices.S0.AccountCount     100      1         99 Count
       westus3                                   MaaS                                   AIServices.GlobalStandard.MaaS     600      0        600 Count
       westus3                  Ministral-3B-finetune                  AIServices.GlobalStandard.Ministral-3B-finetune    1000      0       1000 Count
       westus3                            DeepSeek-R1                            AIServices.GlobalStandard.DeepSeek-R1    1000      0       1000 Count
       westus3                       DeepSeek-R1-0528                       AIServices.GlobalStandard.DeepSeek-R1-0528    1000      0       1000 Count
       westus3                       DeepSeek-V3-0324                       AIServices.GlobalStandard.DeepSeek-V3-0324    1000      0       1000 Count
       westus3                          DeepSeek-V3.1                          AIServices.GlobalStandard.DeepSeek-V3.1    1000      0       1000 Count
       westus3 Llama-4-Maverick-17B-128E-Instruct-FP8 AIServices.GlobalStandard.Llama-4-Maverick-17B-128E-Instruct-FP8     250      0        250 Count
       westus3                 Llama-3.3-70B-Instruct                 AIServices.GlobalStandard.Llama-3.3-70B-Instruct     250      0        250 Count
       westus3                       Cohere-Command-A                       AIServices.GlobalStandard.Cohere-Command-A     100      0        100 Count
       westus3                            Embed-V-4-0                            AIServices.GlobalStandard.Embed-V-4-0     100      0        100 Count
       westus3                           gpt-oss-120b                           AIServices.GlobalStandard.gpt-oss-120b    5000      0       5000 Count
       westus3                              MAI-DS-R1                              AIServices.GlobalStandard.MAI-DS-R1    1000      0       1000 Count
       westus3                           FLUX-1.1-pro                           AIServices.GlobalStandard.FLUX-1.1-pro      30      0         30 Count
       westus3                           FLUX-1.1-pro                         AIServices.DataZoneStandard.FLUX-1.1-pro      30      0         30 Count
       westus3                     FLUX.1-Kontext-pro                     AIServices.GlobalStandard.FLUX.1-Kontext-pro      30      0         30 Count
       westus3                     FLUX.1-Kontext-pro                   AIServices.DataZoneStandard.FLUX.1-Kontext-pro      30      0         30 Count
       westus3               mistral-document-ai-2505               AIServices.GlobalStandard.mistral-document-ai-2505      60      0         60 Count
       westus3               mistral-document-ai-2505             AIServices.DataZoneStandard.mistral-document-ai-2505      60      0         60 Count
       westus3                                 grok-3                                 AIServices.GlobalStandard.grok-3    1000      0       1000 Count
       westus3                            grok-3-mini                            AIServices.GlobalStandard.grok-3-mini    1000      0       1000 Count
       westus3                                 grok-3                               AIServices.DataZoneStandard.grok-3     300      0        300 Count
       westus3                            grok-3-mini                          AIServices.DataZoneStandard.grok-3-mini     300      0        300 Count
       westus3                  grok-4-fast-reasoning                  AIServices.GlobalStandard.grok-4-fast-reasoning    1000      0       1000 Count
       westus3              grok-4-fast-non-reasoning              AIServices.GlobalStandard.grok-4-fast-non-reasoning    1000      0       1000 Count
       westus3                  grok-4-fast-reasoning                AIServices.DataZoneStandard.grok-4-fast-reasoning     300      0        300 Count
       westus3              grok-4-fast-non-reasoning            AIServices.DataZoneStandard.grok-4-fast-non-reasoning     300      0        300 Count
       westus3                           AccountCount                                                     AccountCount     200      2        198 Count
southcentralus              OpenAI.ProvisionedManaged                                        OpenAI.ProvisionedManaged       0      0          0 Count
southcentralus        OpenAI.GlobalProvisionedManaged                                  OpenAI.GlobalProvisionedManaged       0      0          0 Count
southcentralus                       code-cushman-001                                 OpenAI.Standard.code-cushman-001     240     33        207 Count
southcentralus             code-cushman-fine-tune-002                       OpenAI.Standard.code-cushman-fine-tune-002     240      0        240 Count
southcentralus                            Deployments                                     OpenAI.FineTuned.Deployments      10      0         10 Count
southcentralus                           AccountCount                                           OpenAI.S0.AccountCount      30      1         29 Count
southcentralus      OpenAI.DataZoneProvisionedManaged                                OpenAI.DataZoneProvisionedManaged       0      0          0 Count
southcentralus                           gpt-35-turbo                                     OpenAI.Standard.gpt-35-turbo       0      0          0 Count
southcentralus                           gpt-35-turbo                                  OpenAI.GlobalBatch.gpt-35-turbo 1000000      0    1000000 Count
southcentralus                            gpt-4-turbo                                      OpenAI.Standard.gpt-4-turbo      80      0         80 Count
southcentralus                  gpt-4-turbo-2024-0409                      OpenAI.GlobalStandard.gpt-4-turbo-2024-0409     450      0        450 Count
southcentralus                        gpt-4o-finetune                            OpenAI.GlobalStandard.gpt-4o-finetune     250      0        250 Count
southcentralus                   gpt-4o-mini-finetune                       OpenAI.GlobalStandard.gpt-4o-mini-finetune     500      0        500 Count
southcentralus                                  gpt-4                                         OpenAI.GlobalBatch.gpt-4   30000      0      30000 Count
southcentralus                            gpt-4-turbo                                   OpenAI.GlobalBatch.gpt-4-turbo   80000      0      80000 Count
southcentralus                                 gpt-4o                                        OpenAI.GlobalBatch.gpt-4o  200000      0     200000 Count
southcentralus                            gpt-4o-mini                                   OpenAI.GlobalBatch.gpt-4o-mini 1000000      0    1000000 Count
southcentralus                   gpt-4o-audio-preview                          OpenAI.Provisioned.gpt-4o-audio-preview       0      0          0 Count
southcentralus                                 gpt-4o                                           OpenAI.Standard.gpt-4o     151      1        150 Count
southcentralus                            gpt-4o-mini                                      OpenAI.Standard.gpt-4o-mini     450      0        450 Count
southcentralus                                 gpt-4o                                     OpenAI.GlobalStandard.gpt-4o     450    450          0 Count
southcentralus                            gpt-4o-mini                                OpenAI.GlobalStandard.gpt-4o-mini    2000      0       2000 Count
southcentralus                                 gpt-4o                                   OpenAI.DataZoneStandard.gpt-4o     300      0        300 Count
southcentralus                            gpt-4o-mini                              OpenAI.DataZoneStandard.gpt-4o-mini    1000      0       1000 Count
southcentralus                                 gpt-4o                                      OpenAI.DataZoneBatch.gpt-4o   30000      0      30000 Count
southcentralus                            gpt-4o-mini                                 OpenAI.DataZoneBatch.gpt-4o-mini  100000      0     100000 Count
southcentralus             code-davinci-fine-tune-002                       OpenAI.Standard.code-davinci-fine-tune-002     240      0        240 Count
southcentralus                                davinci                                          OpenAI.Standard.davinci     240      0        240 Count
southcentralus                       text-davinci-001                                 OpenAI.Standard.text-davinci-001     240      0        240 Count
southcentralus                       text-davinci-002                                 OpenAI.Standard.text-davinci-002     240      0        240 Count
southcentralus                       text-davinci-003                                 OpenAI.Standard.text-davinci-003     120      1        119 Count
southcentralus             text-davinci-fine-tune-002                       OpenAI.Standard.text-davinci-fine-tune-002     240      0        240 Count
southcentralus            text-search-davinci-doc-001                      OpenAI.Standard.text-search-davinci-doc-001     240      0        240 Count
southcentralus          text-search-davinci-query-001                    OpenAI.Standard.text-search-davinci-query-001     240      0        240 Count
southcentralus            text-similarity-davinci-001                      OpenAI.Standard.text-similarity-davinci-001     240      0        240 Count
southcentralus                                  curie                                            OpenAI.Standard.curie     240      0        240 Count
southcentralus                         text-curie-001                                   OpenAI.Standard.text-curie-001     240     33        207 Count
southcentralus              text-search-curie-doc-001                        OpenAI.Standard.text-search-curie-doc-001     240      0        240 Count
southcentralus            text-search-curie-query-001                      OpenAI.Standard.text-search-curie-query-001     240      0        240 Count
southcentralus              text-similarity-curie-001                        OpenAI.Standard.text-similarity-curie-001     240     33        207 Count
southcentralus                                    ada                                              OpenAI.Standard.ada     350      0        350 Count
southcentralus               code-search-ada-code-001                         OpenAI.Standard.code-search-ada-code-001     350      0        350 Count
southcentralus               code-search-ada-text-001                         OpenAI.Standard.code-search-ada-text-001     350      0        350 Count
southcentralus                           text-ada-001                                     OpenAI.Standard.text-ada-001     350      0        350 Count
southcentralus                 text-embedding-ada-002                           OpenAI.Standard.text-embedding-ada-002     240    240          0 Count
southcentralus                 text-embedding-ada-002                     OpenAI.GlobalStandard.text-embedding-ada-002     240      0        240 Count
southcentralus                text-search-ada-doc-001                          OpenAI.Standard.text-search-ada-doc-001     350     33        317 Count
southcentralus              text-search-ada-query-001                        OpenAI.Standard.text-search-ada-query-001     350     33        317 Count
southcentralus                text-similarity-ada-001                          OpenAI.Standard.text-similarity-ada-001     350      0        350 Count
southcentralus                                babbage                                          OpenAI.Standard.babbage     240      0        240 Count
southcentralus           code-search-babbage-code-001                     OpenAI.Standard.code-search-babbage-code-001     240     33        207 Count
southcentralus           code-search-babbage-text-001                     OpenAI.Standard.code-search-babbage-text-001     240      0        240 Count
southcentralus                       text-babbage-001                                 OpenAI.Standard.text-babbage-001     240      0        240 Count
southcentralus            text-search-babbage-doc-001                      OpenAI.Standard.text-search-babbage-doc-001     240      0        240 Count
southcentralus          text-search-babbage-query-001                    OpenAI.Standard.text-search-babbage-query-001     240      0        240 Count
southcentralus            text-similarity-babbage-001                      OpenAI.Standard.text-similarity-babbage-001     240      0        240 Count
southcentralus                 text-embedding-3-small                     OpenAI.GlobalStandard.text-embedding-3-small    1000      0       1000 Count
southcentralus                 text-embedding-3-large                     OpenAI.GlobalStandard.text-embedding-3-large    1000      0       1000 Count
southcentralus                                     o1                                               OpenAI.Standard.o1      50      0         50 Count
southcentralus                                     o1                                         OpenAI.GlobalStandard.o1     500      0        500 Count
southcentralus                                o1-mini                                    OpenAI.GlobalStandard.o1-mini     500      0        500 Count
southcentralus                                     o1                                       OpenAI.DataZoneStandard.o1     100      0        100 Count
southcentralus                                o3-mini                                    OpenAI.GlobalStandard.o3-mini     500      0        500 Count
southcentralus                                     o3                                         OpenAI.GlobalStandard.o3    1000      0       1000 Count
southcentralus                                     o3                                            OpenAI.GlobalBatch.o3  100000      0     100000 Count
southcentralus                                     o3                                          OpenAI.DataZoneBatch.o3  100000      0     100000 Count
southcentralus                                o3-mini                                       OpenAI.GlobalBatch.o3-mini 1000000      0    1000000 Count
southcentralus                                o3-mini                                     OpenAI.DataZoneBatch.o3-mini  100000      0     100000 Count
southcentralus                                     o3                                       OpenAI.DataZoneStandard.o3     300      0        300 Count
southcentralus                                o3-mini                                  OpenAI.DataZoneStandard.o3-mini     200      0        200 Count
southcentralus                                o4-mini                                    OpenAI.GlobalStandard.o4-mini    1000      0       1000 Count
southcentralus                                o4-mini                                          OpenAI.Standard.o4-mini    1000      0       1000 Count
southcentralus                                o4-mini                                       OpenAI.GlobalBatch.o4-mini  200000      0     200000 Count
southcentralus                                o4-mini                                     OpenAI.DataZoneBatch.o4-mini   30000      0      30000 Count
southcentralus                                o4-mini                                  OpenAI.DataZoneStandard.o4-mini     300      0        300 Count
southcentralus                                 gpt4.1                                     OpenAI.GlobalStandard.gpt4.1    1000      0       1000 Count
southcentralus                                 gpt4.1                                           OpenAI.Standard.gpt4.1    1000      0       1000 Count
southcentralus                                 gpt4.1                                   OpenAI.DataZoneStandard.gpt4.1     300      0        300 Count
southcentralus                        gpt4.1-finetune                            OpenAI.GlobalStandard.gpt4.1-finetune     250      0        250 Count
southcentralus                        gpt4.1-finetune                             OpenAI.DeveloperTier.gpt4.1-finetune     250      0        250 Count
southcentralus                   gpt4.1-mini-finetune                       OpenAI.GlobalStandard.gpt4.1-mini-finetune     500      0        500 Count
southcentralus                   gpt4.1-mini-finetune                        OpenAI.DeveloperTier.gpt4.1-mini-finetune     500      0        500 Count
southcentralus                   gpt4.1-nano-finetune                       OpenAI.GlobalStandard.gpt4.1-nano-finetune     500      0        500 Count
southcentralus                   gpt4.1-nano-finetune                        OpenAI.DeveloperTier.gpt4.1-nano-finetune     500      0        500 Count
southcentralus                            gpt4.1-mini                                OpenAI.GlobalStandard.gpt4.1-mini    5000      0       5000 Count
southcentralus                            gpt4.1-mini                                      OpenAI.Standard.gpt4.1-mini    5240    240       5000 Count
southcentralus                           gpt-4.1-mini                                  OpenAI.GlobalBatch.gpt-4.1-mini 1000000      0    1000000 Count
southcentralus                            gpt4.1-mini                              OpenAI.DataZoneStandard.gpt4.1-mini    2000      0       2000 Count
southcentralus                            gpt4.1-nano                                OpenAI.GlobalStandard.gpt4.1-nano    5000      0       5000 Count
southcentralus                            gpt4.1-nano                              OpenAI.DataZoneStandard.gpt4.1-nano    2000      0       2000 Count
southcentralus                                gpt-4.1                                       OpenAI.GlobalBatch.gpt-4.1  200000      0     200000 Count
southcentralus                                gpt-4.1                                     OpenAI.DataZoneBatch.gpt-4.1   30000      0      30000 Count
southcentralus                           gpt-4.1-nano                                  OpenAI.GlobalBatch.gpt-4.1-nano  200000      0     200000 Count
southcentralus                           gpt-4.1-mini                                OpenAI.DataZoneBatch.gpt-4.1-mini  100000      0     100000 Count
southcentralus                           gpt-4.1-nano                                OpenAI.DataZoneBatch.gpt-4.1-nano   30000      0      30000 Count
southcentralus                                  gpt-5                                      OpenAI.GlobalStandard.gpt-5    1000      0       1000 Count
southcentralus                             gpt-5-mini                                 OpenAI.GlobalStandard.gpt-5-mini    1000      0       1000 Count
southcentralus                             gpt-5-nano                                 OpenAI.GlobalStandard.gpt-5-nano    5000      0       5000 Count
southcentralus                                  gpt-5                                    OpenAI.DataZoneStandard.gpt-5     300      0        300 Count
southcentralus                             gpt-5-mini                               OpenAI.DataZoneStandard.gpt-5-mini     300      0        300 Count
southcentralus                             gpt-5-nano                               OpenAI.DataZoneStandard.gpt-5-nano    2000      0       2000 Count
southcentralus                                  gpt-5                                         OpenAI.GlobalBatch.gpt-5  200000      0     200000 Count
southcentralus                                  gpt-5                                       OpenAI.DataZoneBatch.gpt-5  200000      0     200000 Count
southcentralus                           AccountCount                                       AIServices.S0.AccountCount     100      0        100 Count
southcentralus                                   MaaS                                   AIServices.GlobalStandard.MaaS     600      0        600 Count
southcentralus                  Ministral-3B-finetune                  AIServices.GlobalStandard.Ministral-3B-finetune    1000      0       1000 Count
southcentralus                            DeepSeek-R1                            AIServices.GlobalStandard.DeepSeek-R1    1000      0       1000 Count
southcentralus                       DeepSeek-R1-0528                       AIServices.GlobalStandard.DeepSeek-R1-0528    1000      0       1000 Count
southcentralus                       DeepSeek-V3-0324                       AIServices.GlobalStandard.DeepSeek-V3-0324    1000      0       1000 Count
southcentralus                          DeepSeek-V3.1                          AIServices.GlobalStandard.DeepSeek-V3.1    1000      0       1000 Count
southcentralus Llama-4-Maverick-17B-128E-Instruct-FP8 AIServices.GlobalStandard.Llama-4-Maverick-17B-128E-Instruct-FP8     250      0        250 Count
southcentralus                 Llama-3.3-70B-Instruct                 AIServices.GlobalStandard.Llama-3.3-70B-Instruct     250      0        250 Count
southcentralus                       Cohere-Command-A                       AIServices.GlobalStandard.Cohere-Command-A     100      0        100 Count
southcentralus                            Embed-V-4-0                            AIServices.GlobalStandard.Embed-V-4-0     100      0        100 Count
southcentralus                           gpt-oss-120b                           AIServices.GlobalStandard.gpt-oss-120b    5000      0       5000 Count
southcentralus                              MAI-DS-R1                              AIServices.GlobalStandard.MAI-DS-R1    1000      0       1000 Count
southcentralus                           FLUX-1.1-pro                           AIServices.GlobalStandard.FLUX-1.1-pro      30      0         30 Count
southcentralus                           FLUX-1.1-pro                         AIServices.DataZoneStandard.FLUX-1.1-pro      30      0         30 Count
southcentralus                     FLUX.1-Kontext-pro                     AIServices.GlobalStandard.FLUX.1-Kontext-pro      30      0         30 Count
southcentralus                     FLUX.1-Kontext-pro                   AIServices.DataZoneStandard.FLUX.1-Kontext-pro      30      0         30 Count
southcentralus               mistral-document-ai-2505               AIServices.GlobalStandard.mistral-document-ai-2505      60      0         60 Count
southcentralus               mistral-document-ai-2505             AIServices.DataZoneStandard.mistral-document-ai-2505      60      0         60 Count
southcentralus                                 grok-3                                 AIServices.GlobalStandard.grok-3    1000      0       1000 Count
southcentralus                            grok-3-mini                            AIServices.GlobalStandard.grok-3-mini    1000      0       1000 Count
southcentralus                                 grok-3                               AIServices.DataZoneStandard.grok-3     300      0        300 Count
southcentralus                            grok-3-mini                          AIServices.DataZoneStandard.grok-3-mini     300      0        300 Count
southcentralus                  grok-4-fast-reasoning                  AIServices.GlobalStandard.grok-4-fast-reasoning    1000      0       1000 Count
southcentralus              grok-4-fast-non-reasoning              AIServices.GlobalStandard.grok-4-fast-non-reasoning    1000      0       1000 Count
southcentralus                  grok-4-fast-reasoning                AIServices.DataZoneStandard.grok-4-fast-reasoning     300      0        300 Count
southcentralus              grok-4-fast-non-reasoning            AIServices.DataZoneStandard.grok-4-fast-non-reasoning     300      0        300 Count
southcentralus                           AccountCount                                                     AccountCount     200      1        199 Count
        eastus              OpenAI.ProvisionedManaged                                        OpenAI.ProvisionedManaged       0      0          0 Count
        eastus        OpenAI.GlobalProvisionedManaged                                  OpenAI.GlobalProvisionedManaged       0      0          0 Count
        eastus             code-cushman-fine-tune-002                       OpenAI.Standard.code-cushman-fine-tune-002     240      0        240 Count
        eastus                                  Dalle                                            OpenAI.Standard.Dalle       2      0          2 Count
        eastus                                Dalle-2                                          OpenAI.Standard.Dalle-2       2      0          2 Count
        eastus                            Deployments                                     OpenAI.FineTuned.Deployments      10      0         10 Count
        eastus                           AccountCount                                           OpenAI.S0.AccountCount      30      1         29 Count
        eastus      OpenAI.DataZoneProvisionedManaged                                OpenAI.DataZoneProvisionedManaged       0      0          0 Count
        eastus                                  gpt-4                                            OpenAI.Standard.gpt-4      33      0         33 Count
        eastus                            gpt-4-turbo                                      OpenAI.Standard.gpt-4-turbo      80      0         80 Count
        eastus                  gpt-4-turbo-2024-0409                      OpenAI.GlobalStandard.gpt-4-turbo-2024-0409     440      0        440 Count
        eastus                        gpt-4o-finetune                            OpenAI.GlobalStandard.gpt-4o-finetune     250      0        250 Count
        eastus                   gpt-4o-mini-finetune                       OpenAI.GlobalStandard.gpt-4o-mini-finetune     500      0        500 Count
        eastus                              gpt-4-32k                                        OpenAI.Standard.gpt-4-32k      60      0         60 Count
        eastus                                  gpt-4                                         OpenAI.GlobalBatch.gpt-4   30000      0      30000 Count
        eastus                            gpt-4-turbo                                   OpenAI.GlobalBatch.gpt-4-turbo   80000      0      80000 Count
        eastus                                 gpt-4o                                        OpenAI.GlobalBatch.gpt-4o  200000  50000     150000 Count
        eastus                            gpt-4o-mini                                   OpenAI.GlobalBatch.gpt-4o-mini 1000000      0    1000000 Count
        eastus                   gpt-4o-audio-preview                          OpenAI.Provisioned.gpt-4o-audio-preview       0      0          0 Count
        eastus                                 gpt-4o                                           OpenAI.Standard.gpt-4o     150      0        150 Count
        eastus                            gpt-4o-mini                                      OpenAI.Standard.gpt-4o-mini     450      0        450 Count
        eastus                                 gpt-4o                                     OpenAI.GlobalStandard.gpt-4o     450    419         31 Count
        eastus                            gpt-4o-mini                                OpenAI.GlobalStandard.gpt-4o-mini    2000   1139        861 Count
        eastus              gpt-4o-mini-audio-preview                  OpenAI.GlobalStandard.gpt-4o-mini-audio-preview   30000      0      30000 Count
        eastus                                 gpt-4o                                   OpenAI.DataZoneStandard.gpt-4o     300      0        300 Count
        eastus                            gpt-4o-mini                              OpenAI.DataZoneStandard.gpt-4o-mini    1000      0       1000 Count
        eastus                                 gpt-4o                                      OpenAI.DataZoneBatch.gpt-4o   30000      0      30000 Count
        eastus                            gpt-4o-mini                                 OpenAI.DataZoneBatch.gpt-4o-mini  100000      0     100000 Count
        eastus                           gpt-35-turbo                                     OpenAI.Standard.gpt-35-turbo     390      0        390 Count
        eastus                  gpt-35-turbo-instruct                            OpenAI.Standard.gpt-35-turbo-instruct     240      0        240 Count
        eastus                           gpt-35-turbo                                  OpenAI.GlobalBatch.gpt-35-turbo 1000000      0    1000000 Count
        eastus                       code-davinci-002                                 OpenAI.Standard.code-davinci-002     240      0        240 Count
        eastus             code-davinci-fine-tune-002                       OpenAI.Standard.code-davinci-fine-tune-002     240      0        240 Count
        eastus                                davinci                                          OpenAI.Standard.davinci     240      0        240 Count
        eastus                       text-davinci-002                                 OpenAI.Standard.text-davinci-002     240      0        240 Count
        eastus                       text-davinci-003                                 OpenAI.Standard.text-davinci-003     120      0        120 Count
        eastus             text-davinci-fine-tune-002                       OpenAI.Standard.text-davinci-fine-tune-002     240      0        240 Count
        eastus                                babbage                                          OpenAI.Standard.babbage     240      0        240 Count
        eastus                       text-babbage-001                                 OpenAI.Standard.text-babbage-001     240      0        240 Count
        eastus                                    ada                                              OpenAI.Standard.ada     350      0        350 Count
        eastus                           text-ada-001                                     OpenAI.Standard.text-ada-001     350      0        350 Count
        eastus                 text-embedding-ada-002                           OpenAI.Standard.text-embedding-ada-002     240     50        190 Count
        eastus                 text-embedding-ada-002                     OpenAI.GlobalStandard.text-embedding-ada-002     240      0        240 Count
        eastus                text-similarity-ada-001                          OpenAI.Standard.text-similarity-ada-001     350      0        350 Count
        eastus                                  curie                                            OpenAI.Standard.curie     240      0        240 Count
        eastus                         text-curie-001                                   OpenAI.Standard.text-curie-001     240      0        240 Count
        eastus              text-similarity-curie-001                        OpenAI.Standard.text-similarity-curie-001     240      0        240 Count
        eastus                 text-embedding-3-small                           OpenAI.Standard.text-embedding-3-small     350    120        230 Count
        eastus                 text-embedding-3-large                           OpenAI.Standard.text-embedding-3-large     350      0        350 Count
        eastus                 text-embedding-3-small                     OpenAI.GlobalStandard.text-embedding-3-small    1000      0       1000 Count
        eastus                 text-embedding-3-large                     OpenAI.GlobalStandard.text-embedding-3-large    1000    150        850 Count
        eastus                                     o1                                               OpenAI.Standard.o1      50      0         50 Count
        eastus                                     o1                                         OpenAI.GlobalStandard.o1     500      0        500 Count
        eastus                                o1-mini                                    OpenAI.GlobalStandard.o1-mini     500      0        500 Count
        eastus                                     o1                                       OpenAI.DataZoneStandard.o1     100    100          0 Count
        eastus                                o3-mini                                    OpenAI.GlobalStandard.o3-mini     500    100        400 Count
        eastus                                     o3                                         OpenAI.GlobalStandard.o3    1000      0       1000 Count
        eastus                                     o3                                            OpenAI.GlobalBatch.o3  100000      0     100000 Count
        eastus                                     o3                                          OpenAI.DataZoneBatch.o3  100000      0     100000 Count
        eastus                                o3-mini                                       OpenAI.GlobalBatch.o3-mini 1000000      0    1000000 Count
        eastus                                o3-mini                                     OpenAI.DataZoneBatch.o3-mini  100000      0     100000 Count
        eastus                                     o3                                       OpenAI.DataZoneStandard.o3     300      0        300 Count
        eastus                                o3-mini                                  OpenAI.DataZoneStandard.o3-mini     200      0        200 Count
        eastus                                o4-mini                                    OpenAI.GlobalStandard.o4-mini    1000      0       1000 Count
        eastus                                o4-mini                                          OpenAI.Standard.o4-mini    1000      0       1000 Count
        eastus                                o4-mini                                       OpenAI.GlobalBatch.o4-mini  200000      0     200000 Count
        eastus                                o4-mini                                     OpenAI.DataZoneBatch.o4-mini   30000      0      30000 Count
        eastus                                o4-mini                                  OpenAI.DataZoneStandard.o4-mini     300      0        300 Count
        eastus                                 gpt4.1                                     OpenAI.GlobalStandard.gpt4.1    1010    487        523 Count
        eastus                                 gpt4.1                                           OpenAI.Standard.gpt4.1    1000      0       1000 Count
        eastus                                 gpt4.1                                   OpenAI.DataZoneStandard.gpt4.1     300    100        200 Count
        eastus                        gpt4.1-finetune                            OpenAI.GlobalStandard.gpt4.1-finetune     250      0        250 Count
        eastus                        gpt4.1-finetune                             OpenAI.DeveloperTier.gpt4.1-finetune     250      0        250 Count
        eastus                   gpt4.1-mini-finetune                       OpenAI.GlobalStandard.gpt4.1-mini-finetune     500      0        500 Count
        eastus                   gpt4.1-mini-finetune                        OpenAI.DeveloperTier.gpt4.1-mini-finetune     500      0        500 Count
        eastus                   gpt4.1-nano-finetune                       OpenAI.GlobalStandard.gpt4.1-nano-finetune     500      0        500 Count
        eastus                   gpt4.1-nano-finetune                        OpenAI.DeveloperTier.gpt4.1-nano-finetune     500      0        500 Count
        eastus                            gpt4.1-mini                                OpenAI.GlobalStandard.gpt4.1-mini    5000      0       5000 Count
        eastus                            gpt4.1-mini                                      OpenAI.Standard.gpt4.1-mini    5000      0       5000 Count
        eastus                           gpt-4.1-mini                                  OpenAI.GlobalBatch.gpt-4.1-mini 1000000      0    1000000 Count
